// Navalcarnero - Madrid
// laborables
diario,528,madrid,6,00
diario,528,madrid,6,20
diario,528,madrid,6,40
diario,528,madrid,6,55
diario,528,madrid,7,10
diario,528,madrid,7,20
diario,528,madrid,7,40
diario,528,madrid,7,55
diario,528,madrid,8,05
diario,528,madrid,8,20
diario,528,madrid,8,40
diario,528,madrid,9,00
diario,528,madrid,9,30
diario,528,madrid,10,00
diario,528,madrid,10,30
diario,528,madrid,11,00
diario,528,madrid,11,30
diario,528,madrid,12,00
diario,528,madrid,12,30
diario,528,madrid,13,00
diario,528,madrid,13,30
diario,528,madrid,13,50
diario,528,madrid,14,10
diario,528,madrid,14,30
diario,528,madrid,14,50
diario,528,madrid,15,10
diario,528,madrid,15,30
diario,528,madrid,15,50
diario,528,madrid,16,10
diario,528,madrid,16,30
diario,528,madrid,16,50
diario,528,madrid,17,10
diario,528,madrid,17,30
diario,528,madrid,17,50
diario,528,madrid,18,10
diario,528,madrid,18,30
diario,528,madrid,18,50
diario,528,madrid,19,10
diario,528,madrid,19,30
diario,528,madrid,20,00
diario,528,madrid,20,30
diario,528,madrid,21,00
diario,528,madrid,21,30
diario,528,madrid,22,00
diario,528,madrid,22,30
// laborables de verano
verano,528,madrid,6,00
verano,528,madrid,6,30
verano,528,madrid,6,50
verano,528,madrid,7,00
verano,528,madrid,7,30
verano,528,madrid,7,45
verano,528,madrid,8,00
verano,528,madrid,8,30
verano,528,madrid,9,00
verano,528,madrid,9,30
verano,528,madrid,10,00
verano,528,madrid,10,30
verano,528,madrid,11,00
verano,528,madrid,11,30
verano,528,madrid,12,00
verano,528,madrid,12,30
verano,528,madrid,13,00
verano,528,madrid,13,30
verano,528,madrid,14,00
verano,528,madrid,14,30
verano,528,madrid,15,00
verano,528,madrid,15,30
verano,528,madrid,16,00
verano,528,madrid,16,30
verano,528,madrid,17,00
verano,528,madrid,17,30
verano,528,madrid,18,00
verano,528,madrid,18,30
verano,528,madrid,19,00
verano,528,madrid,19,30
verano,528,madrid,20,00
verano,528,madrid,20,30
verano,528,madrid,21,00
verano,528,madrid,21,30
verano,528,madrid,22,00
verano,528,madrid,22,30
// findes y festivos
festivo,528,madrid,7,00
festivo,528,madrid,8,00
festivo,528,madrid,9,00
festivo,528,madrid,10,00
festivo,528,madrid,11,00
festivo,528,madrid,12,00
festivo,528,madrid,13,00
festivo,528,madrid,14,00
festivo,528,madrid,15,00
festivo,528,madrid,16,00
festivo,528,madrid,17,00
festivo,528,madrid,18,00
festivo,528,madrid,19,00
festivo,528,madrid,20,00
festivo,528,madrid,21,00
festivo,528,madrid,22,00
festivo,528,madrid,23,00
// búhos, vsd
buho,528,madrid,24,00
buho,528,madrid,1,00
buho,528,madrid,2,15
// Madrid - Navalcarnero
// laborables
diario,528,navalcarnero,7,00
diario,528,navalcarnero,7,20
diario,528,navalcarnero,7,40
diario,528,navalcarnero,8,00
diario,528,navalcarnero,8,20
diario,528,navalcarnero,8,40
diario,528,navalcarnero,9,00
diario,528,navalcarnero,9,20
diario,528,navalcarnero,9,40
diario,528,navalcarnero,10,00
diario,528,navalcarnero,10,30
diario,528,navalcarnero,11,00
diario,528,navalcarnero,11,30
diario,528,navalcarnero,12,00
diario,528,navalcarnero,12,30
diario,528,navalcarnero,13,00
diario,528,navalcarnero,13,30
diario,528,navalcarnero,14,00
diario,528,navalcarnero,14,30
diario,528,navalcarnero,14,50
diario,528,navalcarnero,15,10
diario,528,navalcarnero,15,30
diario,528,navalcarnero,15,50
diario,528,navalcarnero,16,10
diario,528,navalcarnero,16,30
diario,528,navalcarnero,16,50
diario,528,navalcarnero,17,10
diario,528,navalcarnero,17,30
diario,528,navalcarnero,17,50
diario,528,navalcarnero,18,10
diario,528,navalcarnero,18,30
diario,528,navalcarnero,18,50
diario,528,navalcarnero,19,10
diario,528,navalcarnero,19,30
diario,528,navalcarnero,19,50
diario,528,navalcarnero,20,10
diario,528,navalcarnero,20,30
diario,528,navalcarnero,21,00
diario,528,navalcarnero,21,30
diario,528,navalcarnero,22,00
diario,528,navalcarnero,22,30
diario,528,navalcarnero,23,00
diario,528,navalcarnero,23,30
diario,528,navalcarnero,24,00
// laborables de verano
verano,528,navalcarnero,7,00
verano,528,navalcarnero,7,30
verano,528,navalcarnero,8,00
verano,528,navalcarnero,8,30
verano,528,navalcarnero,9,00
verano,528,navalcarnero,9,30
verano,528,navalcarnero,10,00
verano,528,navalcarnero,10,30
verano,528,navalcarnero,11,00
verano,528,navalcarnero,11,30
verano,528,navalcarnero,12,00
verano,528,navalcarnero,12,30
verano,528,navalcarnero,13,00
verano,528,navalcarnero,13,30
verano,528,navalcarnero,14,00
verano,528,navalcarnero,14,30
verano,528,navalcarnero,15,00
verano,528,navalcarnero,15,30
verano,528,navalcarnero,16,00
verano,528,navalcarnero,16,30
verano,528,navalcarnero,17,00
verano,528,navalcarnero,17,30
verano,528,navalcarnero,18,00
verano,528,navalcarnero,18,30
verano,528,navalcarnero,19,00
verano,528,navalcarnero,19,30
verano,528,navalcarnero,20,00
verano,528,navalcarnero,20,30
verano,528,navalcarnero,21,00
verano,528,navalcarnero,21,30
verano,528,navalcarnero,22,00
verano,528,navalcarnero,22,30
verano,528,navalcarnero,23,00
verano,528,navalcarnero,23,30
verano,528,navalcarnero,24,00
// findes y festivos
festivo,528,navalcarnero,7,00
festivo,528,navalcarnero,8,00
festivo,528,navalcarnero,9,00
festivo,528,navalcarnero,10,00
festivo,528,navalcarnero,11,00
festivo,528,navalcarnero,12,00
festivo,528,navalcarnero,13,00
festivo,528,navalcarnero,14,00
festivo,528,navalcarnero,15,00
festivo,528,navalcarnero,16,00
festivo,528,navalcarnero,17,00
festivo,528,navalcarnero,18,00
festivo,528,navalcarnero,19,00
festivo,528,navalcarnero,20,00
festivo,528,navalcarnero,21,00
festivo,528,navalcarnero,22,00
festivo,528,navalcarnero,23,00
festivo,528,navalcarnero,24,00
// búhos, vsd
buho,528,navalcarnero,1,00
buho,528,navalcarnero,2,00
buho,528,navalcarnero,3,15
